sample_name,taxon_lineage,url
MGYG000002819,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella tobetsuensis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002819/downloads/MGYG000002819.gff
MGYG000002820,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus;s__Negativicoccus sp900556745,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002820/downloads/MGYG000002820.gff
MGYG000002821,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna_F,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002821/downloads/MGYG000002821.gff
MGYG000002822,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus peroris,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002822/downloads/MGYG000002822.gff
MGYG000002823,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002823/downloads/MGYG000002823.gff
MGYG000002824,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900552705,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002824/downloads/MGYG000002824.gff
MGYG000002825,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A indica,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002825/downloads/MGYG000002825.gff
MGYG000002826,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002826/downloads/MGYG000002826.gff
MGYG000002827,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900539805,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002827/downloads/MGYG000002827.gff
MGYG000002828,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002828/downloads/MGYG000002828.gff
MGYG000002829,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900551225,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002829/downloads/MGYG000002829.gff
MGYG000002830,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900552715,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002830/downloads/MGYG000002830.gff
MGYG000002831,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002831/downloads/MGYG000002831.gff
MGYG000002832,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548195,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002832/downloads/MGYG000002832.gff
MGYG000002834,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551985,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002834/downloads/MGYG000002834.gff
MGYG000002835,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp900543115,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002835/downloads/MGYG000002835.gff
MGYG000002836,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna aminovalerica,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002836/downloads/MGYG000002836.gff
MGYG000002837,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900542045,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002837/downloads/MGYG000002837.gff
MGYG000002838,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900541505,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002838/downloads/MGYG000002838.gff
MGYG000002839,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella sp001058355,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002839/downloads/MGYG000002839.gff
MGYG000002840,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp900549475,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002840/downloads/MGYG000002840.gff
MGYG000002841,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900544765,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002841/downloads/MGYG000002841.gff
MGYG000002842,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002842/downloads/MGYG000002842.gff
MGYG000002843,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002843/downloads/MGYG000002843.gff
MGYG000002844,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002844/downloads/MGYG000002844.gff
MGYG000002845,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900543315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002845/downloads/MGYG000002845.gff
MGYG000002846,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900540515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002846/downloads/MGYG000002846.gff
MGYG000002847,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900554325,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002847/downloads/MGYG000002847.gff
MGYG000002848,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS905;s__UMGS905 sp900540085,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002848/downloads/MGYG000002848.gff
MGYG000002849,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900543515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002849/downloads/MGYG000002849.gff
MGYG000002850,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900544465,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002850/downloads/MGYG000002850.gff
MGYG000002851,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549655,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002851/downloads/MGYG000002851.gff
MGYG000002852,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900543515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002852/downloads/MGYG000002852.gff
MGYG000002853,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900547025,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002853/downloads/MGYG000002853.gff
MGYG000002854,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900539645,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002854/downloads/MGYG000002854.gff
MGYG000002855,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545875,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002855/downloads/MGYG000002855.gff
MGYG000002857,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hydrogeniiclostridium;s__Hydrogeniiclostridium sp900550095,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002857/downloads/MGYG000002857.gff
MGYG000002858,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541725,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002858/downloads/MGYG000002858.gff
MGYG000002859,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541885,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002859/downloads/MGYG000002859.gff
MGYG000002860,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900544205,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002860/downloads/MGYG000002860.gff
MGYG000002861,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp900539295,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002861/downloads/MGYG000002861.gff
MGYG000002863,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum desmolans,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002863/downloads/MGYG000002863.gff
MGYG000002864,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900550825,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002864/downloads/MGYG000002864.gff
MGYG000002865,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545745,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002865/downloads/MGYG000002865.gff
MGYG000002866,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002866/downloads/MGYG000002866.gff
MGYG000002867,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900552955,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002867/downloads/MGYG000002867.gff
MGYG000002868,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp900556245,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002868/downloads/MGYG000002868.gff
MGYG000002869,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549535,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002869/downloads/MGYG000002869.gff
MGYG000002870,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605 sp900545005,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002870/downloads/MGYG000002870.gff
MGYG000002871,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900555815,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002871/downloads/MGYG000002871.gff
MGYG000002872,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS874;s__UMGS874 sp900546315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002872/downloads/MGYG000002872.gff
MGYG000002873,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp900538765,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002873/downloads/MGYG000002873.gff
MGYG000002874,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp002320035,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002874/downloads/MGYG000002874.gff
MGYG000002875,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900541865,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002875/downloads/MGYG000002875.gff
MGYG000002876,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp000435715,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002876/downloads/MGYG000002876.gff
MGYG000002877,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900550365,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002877/downloads/MGYG000002877.gff
MGYG000002878,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900546395,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002878/downloads/MGYG000002878.gff
MGYG000002879,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002879/downloads/MGYG000002879.gff
MGYG000002880,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp900539835,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002880/downloads/MGYG000002880.gff
MGYG000002881,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002881/downloads/MGYG000002881.gff
MGYG000002882,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435975,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002882/downloads/MGYG000002882.gff
MGYG000002883,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1477;s__UMGS1477 sp900553845,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002883/downloads/MGYG000002883.gff
MGYG000002884,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS951;s__UMGS951 sp900547155,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002884/downloads/MGYG000002884.gff
MGYG000002885,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E juntendi,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002885/downloads/MGYG000002885.gff
MGYG000002886,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002886/downloads/MGYG000002886.gff
MGYG000002887,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900550345,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002887/downloads/MGYG000002887.gff
MGYG000002888,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kroppenstedtii_A,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002888/downloads/MGYG000002888.gff
MGYG000002889,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp002920175,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002889/downloads/MGYG000002889.gff
MGYG000002890,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002890/downloads/MGYG000002890.gff
MGYG000002891,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900546335,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002891/downloads/MGYG000002891.gff
MGYG000002892,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus prevotii,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002892/downloads/MGYG000002892.gff
MGYG000002893,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_N,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002893/downloads/MGYG000002893.gff
MGYG000002894,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia sp002849225,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002894/downloads/MGYG000002894.gff
MGYG000002895,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002895/downloads/MGYG000002895.gff
MGYG000002896,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002896/downloads/MGYG000002896.gff
MGYG000002897,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002897/downloads/MGYG000002897.gff
MGYG000002898,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002898/downloads/MGYG000002898.gff
MGYG000002899,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_B,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002899/downloads/MGYG000002899.gff
MGYG000002900,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces urogenitalis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002900/downloads/MGYG000002900.gff
MGYG000002901,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002901/downloads/MGYG000002901.gff
MGYG000002902,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002902/downloads/MGYG000002902.gff
MGYG000002903,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus;s__Negativicoccus succinicivorans,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002903/downloads/MGYG000002903.gff
MGYG000002904,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phytobacter;s__Phytobacter diazotrophicus,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002904/downloads/MGYG000002904.gff
MGYG000002905,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp900541935,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002905/downloads/MGYG000002905.gff
MGYG000002907,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Acetonemaceae;g__Anaerosporomusa;s__Anaerosporomusa sp900542835,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002907/downloads/MGYG000002907.gff
MGYG000002908,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella parvula,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002908/downloads/MGYG000002908.gff
MGYG000002909,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002909/downloads/MGYG000002909.gff
MGYG000002910,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002910/downloads/MGYG000002910.gff
MGYG000002911,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541045,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002911/downloads/MGYG000002911.gff
MGYG000002912,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__UBA10677 sp900543755,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002912/downloads/MGYG000002912.gff
MGYG000002913,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS1052;s__UMGS1052 sp900548115,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002913/downloads/MGYG000002913.gff
MGYG000002914,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900552935,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002914/downloads/MGYG000002914.gff
MGYG000002915,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900548075,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002915/downloads/MGYG000002915.gff
MGYG000002916,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545055,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002916/downloads/MGYG000002916.gff
MGYG000002917,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900544725,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002917/downloads/MGYG000002917.gff
MGYG000002918,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900547765,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002918/downloads/MGYG000002918.gff
MGYG000002919,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541065,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002919/downloads/MGYG000002919.gff
MGYG000002920,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900550645,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002920/downloads/MGYG000002920.gff
MGYG000002921,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002921/downloads/MGYG000002921.gff
MGYG000002922,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900541925,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002922/downloads/MGYG000002922.gff
MGYG000002923,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900547805,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002923/downloads/MGYG000002923.gff
MGYG000002924,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__UMGS124 sp900539345,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002924/downloads/MGYG000002924.gff
MGYG000002925,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp900548695,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002925/downloads/MGYG000002925.gff
MGYG000002926,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002926/downloads/MGYG000002926.gff
MGYG000002927,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900554585,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000002927/downloads/MGYG000002927.gff
